Model,Fee,Model Year,Kilometer,Fuel,Transmission Type,Accident ,Security hw,# of interior equipment ,# of exterior eq,Horse Power,Engine Capacity
1,1355000,2024,7500,0,0,0,9,11,4,130,1.2
1,1230000,2024,6001,0,0,0,8,11,4,130,1.2
1,1216000,2024,10500,0,0,0,8,11,4,130,1.2
1,1298000,2024,7950,0,0,0,12,13,7,130,1.2
1,1285000,2024,6001,0,0,0,10,9,4,130,1.2
1,1235000,2024,6001,0,0,0,8,9,4,130,1.2
1,1245000,2024,6001,0,0,0,11,11,6,130,1.2
1,1295000,2024,6001,0,0,0,11,13,5,130,1.2
1,1300000,2024,7500,0,0,0,8,10,4,130,1.2
1,1238000,2024,6001,0,0,2,11,11,7,130,1.2
1,1275000,2024,6001,0,0,0,14,13,5,130,1.2
1,1475000,2024,6001,0,0,0,11,11,6,130,1.2
1,615000,2020,164000,1,1,2,8,12,6,100,1.5
1,600000,2020,67870,1,1,2,8,10,5,100,1.5
1,659000,2020,152000,1,1,2,7,11,4,100,1.5
1,622000,2020,119000,1,1,2,7,11,4,100,1.5
1,829000,2020,37000,1,1,2,7,11,4,100,1.5
1,650000,2020,172000,1,1,0,8,10,5,100,1.5
1,650000,2020,210000,1,1,2,11,13,5,100,1.5
1,705000,2020,54000,1,1,0,9,10,4,100,1.5
1,730000,2020,49000,1,1,0,9,12,6,100,1.5
1,597000,2020,153000,1,1,2,7,8,4,100,1.5
1,1075000,2020,47500,1,0,1,11,13,6,130,1.2
1,595000,2020,161000,1,1,2,8,10,5,100,1.5
1,929000,2021,88500,1,0,2,8,11,6,130,1.2
1,1095000,2021,70000,1,0,0,8,11,6,130,1.2
1,975000,2021,42000,1,0,0,8,11,6,130,1.2
1,964000,2021,58000,1,0,2,8,11,6,130,1.2
1,1030000,2021,50000,1,0,0,8,8,5,130,1.5
1,1035000,2021,52000,0,0,0,12,13,5,100,1.2
1,1055000,2021,13000,0,0,0,8,13,6,130,1.2
1,930000,2021,118000,1,0,0,9,7,4,130,1.5
1,980000,2021,63000,0,0,0,8,11,6,130,1.2
1,845000,2021,43000,0,1,0,8,9,4,82,1.2
1,1020000,2021,72000,0,0,0,8,11,6,130,1.2
1,815000,2021,38500,0,0,1,8,8,5,100,1.2
1,1090000,2021,55500,0,0,0,11,11,7,130,1.2
1,960000,2021,41000,1,0,2,8,8,5,130,1.5
1,955000,2022,34000,0,0,0,9,7,4,100,1.2
1,1053000,2022,25500,0,0,0,8,7,5,100,1.2
1,1150000,2022,6000,0,0,0,8,7,5,100,1.2
1,1055000,2022,76500,0,0,0,8,11,5,130,1.2
1,1010000,2022,31000,0,0,0,8,11,5,130,1.2
1,1040000,2022,26000,0,0,1,10,12,6,130,1.2
1,1017000,2022,18100,0,0,2,8,11,5,130,1.2
1,1050000,2022,65000,0,0,0,8,11,5,130,1.2
1,1000000,2022,7900,0,0,2,8,11,5,130,1.2
1,1030000,2022,32000,0,0,0,8,11,5,130,1.2
1,1045000,2022,31000,0,0,0,13,12,5,130,1.2
1,1095000,2022,10500,0,0,0,8,11,5,130,1.2
1,940000,2022,61500,0,0,0,8,10,6,100,1.2
1,829000,2022,26000,0,1,0,8,7,5,75,1.2
1,795000,2023,75000,0,0,2,8,8,5,100,1.2
1,1285000,2023,17000,0,0,1,8,11,5,130,1.2
1,1070000,2023,7000,0,0,1,8,11,5,130,1.2
1,1089000,2023,20000,0,0,0,8,11,5,130,1.2
1,1000000,2023,20000,0,0,2,8,11,5,130,1.2
1,1067000,2023,52000,0,0,1,11,13,5,130,1.2
1,1065000,2023,25000,0,0,0,8,11,5,130,1.2
1,1080000,2023,14000,0,0,0,8,11,5,130,1.2
1,1000000,2023,50000,0,0,0,8,7,5,100,1.2
1,1220000,2023,8000,0,0,0,8,11,5,130,1.2
