Model,Fee,Model Year,Kilometer,Fuel,Transmission Type,Accident ,Security hw,# of interior equipment ,# of exterior eq,Horse Power,Engine Capacity
2,1095000,2024,23000,0,0,0,9,10,4,9.4,1.2
2,940000,2024,11500,0,1,0,9,12,4,15.3,1.2
2,951750,2024,6010,0,1,0,9,10,4,15.3,1.2
2,1022500,2024,24000,0,0,0,9,10,4,9.4,1.2
2,1290000,2024,6100,0,0,0,10,12,6,9.5,1.2
2,1050000,2024,21300,0,0,0,9,10,4,9.4,1.2
2,1230000,2024,9800,0,0,0,10,12,5,9.4,1.2
2,1000000,2024,6001,0,0,2,12,11,5,9.4,1.2
2,950000,2024,6200,0,0,2,10,11,6,9.5,1.2
2,839000,2023,13000,0,1,0,9,9,5,15.3,1.2
2,873000,2023,6001,0,1,0,9,10,4,15.3,1.2
2,835000,2023,56000,0,1,0,14,13,6,15.3,1.2
2,775000,2023,71000,0,1,0,9,10,5,15.3,1.2
2,745000,2023,15000,0,1,0,9,10,5,75,1.2
2,950000,2023,6200,0,0,2,10,11,6,130,1.2
2,1180000,2023,7200,0,0,2,10,12,5,100,1.2
2,800000,2023,6048,1,0,2,13,14,6,136,1.2
2,999025,2023,23000,0,0,2,14,13,8,100,1.2
2,890000,2023,8400,0,0,2,9,10,6,100,1.2
2,955000,2023,9000,0,0,2,10,12,5,100,1.2
2,975000,2023,46000,1,0,1,10,10,6,136,1.2
2,1170000,2023,16000,0,0,0,12,15,7,130,1.2
2,1100000,2023,20000,0,0,0,10,12,5,100,1.2
2,999750,2023,42500,0,0,0,9,8,5,100,1.2
2,1100000,2023,7000,0,0,0,10,9,5,100,1.2
2,996000,2023,24000,0,0,0,9,8,5,100,1.2
2,1168000,2023,12000,0,0,0,9,8,5,100,1.2
2,1190000,2023,12500,0,0,0,10,11,6,130,1.2
2,1125000,2023,10784,1,0,0,10,12,5,136,1.2
2,1260000,2023,9600,0,0,0,10,11,6,130,1.2
2,1200000,2023,10000,0,0,0,10,13,6,130,1.2
2,1140000,2023,22725,0,0,1,10,12,5,100,1.2
2,995900,2023,12000,1,0,0,10,9,6,136,1.2
2,1049900,2023,19940,1,0,0,10,10,6,136,1.2
2,930000,2023,40306,0,0,0,10,8,5,100,1.2
2,1040000,2023,18405,0,0,0,9,8,5,100,1.2
2,1150000,2023,18500,0,0,0,10,11,6,130,1.2
2,1165000,2023,10000,0,0,0,9,6,5,100,1.2
2,1049000,2023,6500,0,0,0,9,10,5,100,1.2
2,860000,2022,14100,0,0,2,11,12,7,130,1.2
2,735000,2022,24500,0,1,2,12,13,5,75,1.2
2,950000,2022,8500,0,0,2,12,12,8,130,1.2
2,935000,2022,6005,0,0,2,9,11,6,130,1.2
2,825000,2022,10000,0,0,2,12,13,5,100,1.2
2,860000,2022,48500,0,0,2,9,10,5,100,1.2
2,830000,2022,22000,0,1,0,9,10,5,75,1.2
2,850000,2022,9000,0,1,0,9,10,5,75,1.2
2,605000,2022,6001,0,1,2,9,10,5,75,1.2
2,775000,2022,79500,0,1,0,9,10,5,75,1.2
2,740000,2022,88000,0,1,1,9,10,5,75,1.2
2,819900,2022,75000,0,1,0,9,10,5,75,1.2
2,1150000,2022,13500,0,0,0,8,6,3,100,1.2
2,1050000,2022,40000,0,0,0,12,12,7,100,1.2
2,1050000,2022,22000,0,0,0,9,8,5,100,1.2
2,1119000,2022,15000,0,0,0,13,14,7,130,1.2
2,945750,2022,81500,0,0,0,9,8,5,100,1.2
2,998000,2022,31000,0,0,0,9,10,5,100,1.2
2,1065000,2022,33000,0,0,0,11,13,5,100,1.2
2,1100000,2022,34000,0,0,0,9,11,6,130,1.2
2,1000000,2022,27050,0,0,0,9,9,5,100,1.2
2,1000000,2022,27000,0,0,0,9,8,5,100,1.2
2,1100000,2022,19500,0,0,0,9,10,5,100,1.2
2,1085900,2022,36000,0,0,0,9,10,5,100,1.2
2,965000,2022,80000,0,0,0,9,8,5,100,1.2
2,990000,2022,20800,0,0,0,9,9,4,100,1.2
2,930000,2022,43000,0,0,0,9,8,5,100,1.2
2,955000,2022,35000,0,0,1,9,8,5,100,1.2
2,1065000,2022,15000,0,0,0,13,11,5,100,1.2
2,885000,2022,72000,0,0,1,9,8,5,100,1.2
2,845000,2021,72000,0,0,2,9,10,5,100,1.2
2,825500,2021,46500,0,0,2,10,9,5,130,1.2
2,1045000,2021,18000,0,0,2,9,10,5,100,1.2
2,917000,2021,39500,0,0,2,12,12,5,130,1.2
2,739000,2021,99800,0,0,2,9,8,5,100,1.2
2,739000,2021,74000,1,1,2,8,6,3,102,1.2
2,635000,2021,35250,0,1,2,8,3,1,70,1.2
2,770000,2021,37000,0,1,0,8,6,3,75,1.2
2,854900,2021,43900,0,1,0,8,6,3,75,1.2
2,745250,2021,52900,0,1,0,10,10,4,75,1.2
2,825000,2021,15000,0,1,0,10,11,5,75,1.2
2,710000,2021,95000,0,1,0,8,6,3,75,1.2
2,770000,2021,25000,0,1,0,8,6,3,75,1.2
2,730000,2021,62000,0,1,1,8,6,3,75,1.2
2,765000,2021,30850,0,1,0,11,7,3,75,1.2
2,985000,2021,40000,0,0,0,9,10,5,100,1.2
2,960000,2021,32910,0,0,0,9,10,5,100,1.2
2,910000,2021,71000,0,0,0,7,8,3,100,1.2
2,895000,2021,72957,0,0,0,9,8,5,100,1.2
2,1150000,2021,33000,0,0,0,10,10,5,130,1.2
2,887000,2021,99000,0,0,0,9,8,5,100,1.2
2,1025000,2021,19600,0,0,0,11,10,5,100,1.2
2,970000,2021,19000,0,0,0,9,10,5,100,1.2
2,1190000,2021,39000,0,0,0,10,10,5,130,1.2
2,935000,2021,42000,0,0,0,9,10,5,100,1.2
2,930000,2021,78100,0,0,0,9,8,5,100,1.2
2,945000,2021,59000,0,0,0,9,8,5,100,1.2
2,1050000,2021,46300,0,0,0,10,13,5,130,1.2
2,960000,2021,63000,0,0,1,14,13,6,100,1.2
2,1020000,2021,34000,0,0,0,9,10,5,100,1.2
2,750000,2020,80000,1,1,2,8,6,3,102,1.5
2,605000,2020,117000,0,1,2,8,6,3,75,1.2
2,709000,2020,50000,1,1,2,8,6,3,102,1.5
2,749000,2020,90000,1,1,2,8,6,3,102,1.5
2,604900,2020,110000,1,1,2,8,9,8,75,1.2
2,855000,2020,64000,0,1,2,9,10,5,100,1.2
2,735000,2020,69000,0,1,2,8,6,3,100,1.2
2,825000,2020,53300,0,1,1,13,13,7,102,1.5
2,865000,2020,26000,0,1,0,8,6,3,100,1.2
2,820000,2020,38000,0,1,0,11,10,3,75,1.2
2,700000,2020,53300,0,1,0,8,6,3,75,1.2
2,685000,2020,90000,0,1,0,8,6,3,75,1.2
2,659000,2020,138000,0,1,0,8,6,3,75,1.2
2,740000,2020,85000,0,1,0,8,6,3,75,1.2
2,840000,2020,121900,0,0,1,8,6,3,100,1.2
2,925000,2020,57000,0,0,0,12,8,4,100,1.2
2,975900,2020,59000,0,0,0,13,8,5,100,1.2
2,885000,2020,107000,0,0,0,9,8,5,100,1.2
2,949900,2020,34600,0,0,0,9,8,5,100,1.2
2,950000,2020,104000,0,0,0,9,8,5,100,1.2
2,1120000,2020,28000,0,0,0,10,10,5,130,1.2
2,999000,2020,48000,0,0,1,10,10,5,130,1.2
2,950000,2020,35800,0,0,0,9,10,5,100,1.2
2,920000,2020,69000,0,0,0,8,6,3,100,1.2
2,950000,2020,49000,0,0,0,14,12,6,130,1.2
2,1175000,2020,13500,0,0,0,10,10,5,130,1.2
2,899000,2020,86000,0,0,0,9,10,5,100,1.2
2,949000,2020,15915,0,0,0,9,7,5,100,1.2
2,909000,2020,45000,0,0,0,9,10,5,100,1.2
2,950000,2020,29000,0,0,0,8,5,3,100,1.2
1,768000,2020,65000,0,1,0,8,10,4,75,1.2
1,800000,2020,51000,0,1,0,8,10,4,75,1.2
1,1050000,2020,76000,0,0,0,10,11,3,130,1.2
1,710000,2020,57600,0,1,1,9,8,5,75,1.2
1,965000,2020,41000,0,0,0,10,9,4,130,1.2
1,800000,2020,35000,0,1,0,8,9,4,82,1.2
1,848000,2020,41000,0,1,0,10,8,5,75,1.2
1,810000,2020,28950,0,1,1,8,9,5,75,1.2
1,1080000,2020,68000,0,0,0,10,11,5,130,1.2
1,755000,2020,69000,0,1,0,8,10,4,75,1.2
1,800000,2020,53000,0,0,2,10,11,5,130,1.2
1,908000,2020,22300,0,0,2,10,11,5,130,1.2
1,690000,2020,68000,1,1,0,7,8,2,100,1.5
1,800000,2020,70643,1,1,0,8,10,5,100,1.5
1,725000,2020,85000,1,1,1,8,10,5,100,1.5
1,675000,2020,146000,1,1,1,7,11,4,100,1.5
1,548000,2020,91000,1,1,2,7,8,4,100,1.5
1,668000,2020,145000,1,1,1,8,10,5,100,1.5
1,555000,2020,83000,1,1,2,8,10,5,100,1.5
1,726000,2020,111500,1,1,0,8,10,5,100,1.5
1,750000,2020,51500,1,1,0,10,11,5,100,1.5
1,739000,2020,68500,1,1,2,8,10,5,100,1.5
1,785000,2020,64000,1,1,0,7,11,4,100,1.5
1,542000,2020,158000,1,1,2,7,8,1,100,1.5
1,875000,2020,38900,1,1,0,7,8,4,100,1.5
1,690000,2020,54266,1,1,1,8,10,5,100,1.5
1,770000,2020,52000,1,1,0,8,10,5,100,1.5
1,930000,2020,54000,1,0,2,10,11,5,130,1.5
1,990000,2021,36600,0,0,0,8,8,5,100,1.2
1,883000,2021,109900,0,0,2,8,8,5,100,1.2
1,968000,2021,41000,0,0,1,8,11,6,130,1.2
1,990000,2021,47000,0,0,0,8,11,6,130,1.2
1,1045000,2021,22000,0,0,2,13,12,7,130,1.2
1,995000,2021,44000,0,0,0,10,12,6,130,1.2
1,960000,2021,59500,0,0,0,10,13,7,130,1.2
1,975000,2021,93000,0,0,0,9,11,6,130,1.2
1,815000,2021,84000,0,1,0,13,11,6,75,1.2
1,999000,2021,66100,0,0,2,11,9,5,130,1.2
1,815000,2021,54000,0,1,0,9,8,5,75,1.2
1,1060000,2021,36000,0,0,0,10,12,6,130,1.2
1,949000,2021,96000,0,0,0,8,11,6,130,1.2
1,990000,2021,53000,0,0,1,9,11,6,130,1.2
1,1025000,2021,49167,0,0,1,9,8,5,130,1.5
1,895000,2021,96515,1,0,2,8,8,5,130,1.5
1,1175000,2021,61000,0,0,0,11,11,7,130,1.2
1,945000,2021,80000,1,0,0,8,8,5,130,1.5
1,980000,2021,30000,0,0,0,10,11,5,100,1.2
1,1100000,2021,37000,0,0,1,11,12,7,130,1.2
1,933000,2021,63200,1,0,1,8,8,5,130,1.5
1,1155000,2021,32500,0,0,0,11,11,7,130,1.2
1,958000,2021,74000,0,0,1,8,11,6,130,1.2
1,905000,2021,56000,1,0,2,8,7,5,130,1.5
1,986000,2021,41850,0,0,0,8,11,6,130,1.2
1,1035000,2021,75000,1,0,1,8,8,5,130,1.5
1,1145000,2021,18000,0,0,0,11,11,7,130,1.2
1,985000,2021,60000,1,0,0,8,8,5,130,1.5
1,960000,2021,50495,0,0,2,8,11,6,130,1.2
1,1135000,2021,65000,0,0,0,11,11,7,130,1.2
1,879000,2022,40000,0,0,2,8,11,5,130,1.2
1,10000000,2022,36100,0,0,0,8,9,5,100,1.2
1,1026000,2022,63000,0,0,0,11,13,4,130,1.2
1,1050000,2022,32500,0,0,0,8,11,5,130,1.2
1,1149000,2022,65000,0,0,0,11,11,6,130,1.2
1,1179000,2022,21000,0,0,0,8,11,5,130,1.2
1,785000,2022,47000,0,1,2,8,8,5,75,1.2
1,1030000,2022,18000,0,0,1,8,11,5,130,1.2
1,1023000,2022,19173,0,0,0,8,9,5,100,1.2
1,1070000,2022,14000,0,0,0,8,11,5,130,1.2
1,1190000,2022,21000,0,0,0,14,12,5,130,1.2
1,1085000,2022,26000,0,0,0,8,7,5,100,1.2
1,1148000,2022,7500,0,0,0,14,11,5,130,1.2
1,1200000,2022,30000,0,0,0,11,11,6,130,1.2
1,1025000,2022,22000,0,0,0,8,9,5,100,1.2
1,840000,2022,22000,0,0,2,8,11,5,130,1.2
1,1175000,2022,34500,0,0,0,11,10,6,130,1.2
1,983000,2022,49000,0,0,0,8,11,5,130,1.2
1,1020000,2022,25000,0,0,0,8,10,5,130,1.2
1,830000,2022,30000,0,1,0,8,7,5,75,1.2
1,1028000,2022,18345,0,0,2,8,11,5,130,1.2
1,1150000,2022,17500,0,0,0,11,11,6,130,1.2
1,1030000,2022,25000,0,0,0,8,7,5,100,1.2
1,1025000,2022,24000,0,0,1,11,13,6,130,1.2
1,1160000,2022,45300,0,0,0,8,11,5,130,1.2
1,990000,2022,41300,1,0,0,8,8,5,130,1.5
1,1150000,2022,39000,0,0,0,8,11,5,130,1.2
1,817000,2022,22000,0,0,2,8,7,5,100,1.2
1,1092000,2022,14850,0,0,0,11,11,5,130,1.2
1,985000,2023,36000,0,0,0,8,7,5,100,1.2
1,940000,2023,36478,0,0,2,8,6,5,100,1.2
1,1319000,2023,19853,0,0,2,12,13,6,130,1.2
1,1200000,2023,19000,0,0,0,12,12,4,130,1.2
1,1109000,2023,22000,0,0,0,8,11,5,130,1.2
1,1050000,2023,17000,0,0,0,8,11,5,130,1.2
1,1120000,2023,26000,0,0,0,8,11,5,130,1.2
1,1000000,2023,31142,0,0,0,8,7,5,100,1.2
1,970000,2023,44138,0,0,0,8,7,5,100,1.2
1,1150000,2023,11000,0,0,0,8,10,5,130,1.2
1,972000,2023,33000,0,0,0,8,7,5,100,1.2
1,1070000,2023,42300,0,0,0,8,13,6,100,1.2
1,1135000,2023,22000,0,0,0,8,11,5,130,1.2
1,1139000,2023,15000,0,0,0,13,13,6,130,1.2
1,1119000,2023,10500,0,0,0,8,11,6,100,1.2
1,1140000,2023,9000,0,0,0,8,11,5,130,1.2
1,1099000,2023,24000,0,0,0,9,11,5,130,1.2
1,1090000,2023,56000,0,0,0,8,11,5,130,1.2
1,1215000,2023,29000,0,0,0,11,11,6,130,1.2
1,1330000,2023,19700,0,0,0,13,13,8,130,1.2
1,984000,2023,23000,0,0,2,8,11,5,130,1.2
1,1315000,2023,7000,0,0,0,11,10,6,130,1.2
1,1250000,2023,6500,0,0,0,8,11,6,130,1.2
1,1044000,2023,32850,0,0,0,8,11,5,130,1.2
1,1109000,2023,21000,0,0,0,8,11,5,130,1.2
1,1335000,2023,31600,0,0,0,11,10,6,130,1.2
1,1045000,2023,21000,0,0,0,11,9,6,100,1.2
1,1069000,2023,21500,0,0,0,8,11,5,130,1.2
1,975000,2023,28062,0,0,0,8,7,5,100,1.2
1,940000,2023,65000,0,0,0,8,7,5,100,1.2
1,1335000,2023,31900,0,0,0,11,10,6,130,1.2
1,1250000,2023,12700,0,0,0,11,11,6,130,1.2
1,940000,2023,57776,0,0,0,10,10,6,100,1.2
1,1069000,2023,6100,0,0,1,8,11,5,130,1.2
1,1149000,2023,21000,0,0,0,8,11,5,130,1.2
1,1250000,2024,16500,0,0,0,9,11,4,130,1.2
1,1390000,2024,6001,0,0,0,13,11,6,130,1.2
1,1260000,2024,6048,0,0,0,9,11,4,130,1.2
1,1350000,2024,6100,0,0,0,9,11,4,130,1.2
1,1320000,2024,6159,0,0,0,9,11,4,130,1.2
1,1185000,2024,7000,0,0,1,9,11,4,130,1.2
1,1375000,2024,12000,0,0,0,11,11,7,130,1.2
1,1350000,2024,6001,0,0,0,8,11,4,130,1.2
1,1340000,2024,6500,0,0,0,8,11,4,130,1.2
1,1285000,2024,6010,0,0,0,8,11,4,130,1.2
1,1230000,2024,20092,0,0,0,10,12,4,130,1.2
1,1250000,2024,6500,0,0,0,8,11,4,130,1.2
1,1215000,2024,15000,0,0,0,9,11,4,130,1.2
1,1250000,2024,6500,0,0,0,9,11,4,130,1.2
1,1220000,2024,13350,0,0,0,9,11,4,130,1.2
1,1255000,2024,7500,0,0,0,9,11,4,130,1.2
